#t,	body1,	body2,	number_of_contacts,	average_cp_x,	average_cp_y,	average_cp_z,	average_cn_x,	average_cn_y,	average_cn_z,	f_x,	f_y,	f_z,	m_x,	m_y,	m_z
13.672,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	7,	0.0346134,	-0.00545566,	1.24776,	0.964199,	0.00304422,	-0.263959,	236.695,	2.86793,	87.08,	-0.699476,	31.2248,	0.871994
13.672,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368839,	-0.00213312,	1.24936,	0.22675,	0.000765766,	-0.936133,	-273.162,	5.41868,	-825.372,	7.86629,	-52.5883,	-3.72983
13.673,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.051483,	0.0323848,	1.21741,	0.00314308,	-0.999995,	-8.14364e-05,	0.0528537,	-88.6232,	-25.0115,	7.62364,	-0.204211,	0.664906
13.673,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0531493,	-0.017534,	1.20743,	-0.00314308,	0.999995,	8.14364e-05,	0.0927212,	66.9988,	-26.7266,	-4.84808,	-0.151727,	-0.38651
13.673,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346879,	0.0100073,	1.24806,	0.922697,	0.00293151,	-0.385395,	137.831,	-2.73451,	21.6391,	0.384497,	17.5032,	-0.237263
13.673,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438763,	0.0161239,	1.24971,	4.33993e-05,	8.15732e-05,	-1,	-158.283,	-13.0861,	-568.078,	-6.18297,	-28.6952,	2.19513
13.674,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368785,	-0.00213559,	1.24931,	0.230598,	0.000743,	-0.933535,	-274.793,	0.290269,	-842.576,	8.73298,	-53.1659,	-3.64657
13.674,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	7,	0.0346227,	-0.00547841,	1.24774,	0.964049,	0.0030401,	-0.2645,	237.863,	1.86619,	81.2543,	-0.553034,	31.223,	0.90184
13.675,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0514768,	0.0324062,	1.2174,	0.00313544,	-0.999995,	-3.2916e-05,	3.98381,	-91.6907,	-20.4589,	8.01707,	0.199829,	0.591298
13.675,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0531425,	-0.0175164,	1.20742,	-0.00313544,	0.999995,	3.2916e-05,	3.56665,	65.93,	-22.3662,	-4.86474,	0.159571,	-0.294485
13.675,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0347159,	0.0100211,	1.24806,	0.927304,	0.00291981,	-0.373422,	137.213,	-4.17616,	24.3143,	0.567593,	17.4903,	-0.200422
13.675,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438759,	0.0161423,	1.24968,	-3.1847e-05,	3.28163e-05,	-1,	-151.378,	-12.7531,	-554.39,	-6.03731,	-27.6117,	2.10212
13.676,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0514512,	0.0324444,	1.21705,	0.00314157,	-0.999995,	-1.68985e-05,	-2.32845,	-125.951,	-20.6781,	11.0771,	-0.376062,	1.04327
13.676,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	9,	0.0527584,	-0.0175501,	1.20725,	-0.00314157,	0.999995,	1.68985e-05,	-2.54844,	88.5041,	-23.3617,	-6.69571,	-0.365463,	-0.654119
13.676,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	8,	0.0346261,	-0.006018,	1.24775,	0.964515,	0.00303455,	-0.262923,	236.986,	1.07029,	81.6129,	-0.456257,	31.1244,	0.916695
13.676,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368885,	-0.00211382,	1.24936,	0.22658,	0.000727641,	-0.93625,	-279.484,	-3.68324,	-849.732,	9.24033,	-53.9257,	-3.61661
13.677,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0514509,	0.0324455,	1.21703,	0.0031364,	-0.999995,	-1.16168e-05,	4.44136,	-144.041,	-18.7563,	12.7877,	0.262046,	1.01562
13.677,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	9,	0.0527583,	-0.0175466,	1.20723,	-0.0031364,	0.999995,	1.16168e-05,	3.08752,	100.179,	-22.097,	-7.68603,	0.106502,	-0.591099
13.677,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346913,	0.0100194,	1.24808,	0.925639,	0.00290758,	-0.377941,	140.384,	-3.18407,	22.8235,	0.442138,	17.846,	-0.230154
13.677,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438607,	0.0161384,	1.24973,	-2.85684e-05,	1.15273e-05,	-1,	-151.53,	-13.6076,	-561.003,	-6.01146,	-27.7484,	2.11358
13.678,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0514461,	0.0324515,	1.21703,	0.00314405,	-0.999995,	5.70483e-06,	-2.7485,	-144.892,	-16.8413,	12.913,	-0.384648,	1.20187
13.678,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	8,	0.0527546,	-0.0175438,	1.20723,	-0.00314405,	0.999995,	-5.70483e-06,	-4.01811,	104.215,	-19.5558,	-8.0811,	-0.460852,	-0.79552
13.678,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	8,	0.034625,	-0.00601129,	1.24775,	0.964434,	0.00303074,	-0.263219,	239.05,	1.40304,	80.8761,	-0.494056,	31.3589,	0.916292
13.678,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368916,	-0.00210487,	1.24936,	0.22578,	0.000704524,	-0.936715,	-280.924,	-2.14058,	-850.212,	9.03774,	-54.1097,	-3.66635
13.679,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0514445,	0.0324461,	1.21701,	0.0031463,	-0.999995,	-1.66705e-05,	5.34054,	-152.122,	-13.5183,	13.6595,	0.385657,	1.0565
13.679,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	9,	0.0527538,	-0.0175475,	1.20722,	-0.0031463,	0.999995,	1.66705e-05,	3.03607,	102.338,	-17.475,	-7.97785,	0.133072,	-0.606752
13.679,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346988,	0.0100139,	1.24806,	0.927157,	0.00292336,	-0.373855,	138.182,	-4.46927,	23.7041,	0.601948,	17.5951,	-0.193118
13.679,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438472,	0.0161347,	1.24968,	-1.81294e-05,	1.66136e-05,	-1,	-145.986,	-13.5043,	-552.934,	-5.9115,	-26.9271,	2.04074
13.68,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0514387,	0.0324518,	1.21701,	0.00315273,	-0.999995,	1.34588e-05,	-0.777205,	-143.98,	-13.6332,	12.9072,	-0.178176,	1.14589
13.68,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	8,	0.034619,	-0.00601176,	1.24775,	0.964452,	0.00303713,	-0.26315,	244.678,	1.88109,	80.113,	-0.549872,	32.031,	0.927234
13.68,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368948,	-0.00210621,	1.24936,	0.224533,	0.000695279,	-0.937527,	-282.037,	0.230292,	-851.212,	8.73324,	-54.271,	-3.73352
13.681,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0514391,	0.032446,	1.21701,	0.00315409,	-0.999995,	-1.8675e-05,	3.15997,	-139.287,	7.54775,	13.0044,	0.349818,	1.01112
13.681,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0530989,	-0.0175128,	1.20734,	-0.00315409,	0.999995,	1.8675e-05,	3.42862,	72.4668,	4.95185,	-6.07821,	0.313459,	-0.337613
13.681,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346854,	0.0100129,	1.24808,	0.925633,	0.0029266,	-0.377972,	140.604,	-1.81705,	-126.812,	-0.0556893,	14.1875,	-0.26413
13.681,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438389,	0.0161317,	1.24973,	1.80406e-05,	1.8732e-05,	-1,	-185.703,	-4.3867,	-430.751,	-5.36896,	-29.9707,	2.45957
13.682,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0514126,	0.0324448,	1.21695,	0.00315809,	-0.999995,	-6.87237e-06,	3.94831,	-148.464,	-5.67251,	13.5151,	0.318665,	1.0668
13.682,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	9,	0.0526965,	-0.0175473,	1.20712,	-0.00315809,	0.999995,	6.87237e-06,	4.82885,	96.6376,	-8.16204,	-7.73574,	0.341852,	-0.529149
13.682,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	7,	0.0346331,	-0.00733362,	1.24772,	0.964143,	0.00304668,	-0.264152,	252.265,	0.881781,	79.1837,	-0.457954,	32.9356,	1.09219
13.682,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.036901,	-0.00210254,	1.24936,	0.221306,	0.000705367,	-0.939584,	-282.348,	-4.91953,	-854.605,	9.35573,	-54.4059,	-3.62953
13.683,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	10,	0.0346606,	0.0121292,	1.24798,	0.933132,	0.00294425,	-0.347885,	197.352,	-3.18896,	104.993,	1.04039,	26.8478,	-1.37721
13.683,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438252,	0.016127,	1.24963,	1.73723e-05,	-9.40279e-06,	-1,	-168.212,	-9.57137,	-560.706,	-6.50687,	-29.8287,	2.26333
13.684,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0514016,	0.0324098,	1.21728,	0.0031618,	-0.999995,	2.25296e-05,	4.21912,	-88.6834,	-14.5794,	7.87855,	0.269619,	0.567384
13.684,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0530484,	-0.0175121,	1.20727,	-0.0031618,	0.999995,	-2.25296e-05,	4.75478,	69.5447,	-15.0192,	-5.33863,	0.298897,	-0.292214
13.684,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346542,	-0.00905384,	1.24771,	0.963431,	0.00304019,	-0.266632,	252.823,	0.3672,	76.2109,	-1.37636,	32.9123,	4.40739
13.684,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368862,	-0.00210078,	1.24934,	0.224221,	0.000687818,	-0.937829,	-282.404,	-6.43105,	-853.144,	9.58088,	-54.3871,	-3.59235
13.685,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346378,	0.00998826,	1.24797,	0.938288,	0.00297811,	-0.340586,	185.317,	-2.90298,	83.8537,	0.540092,	24.8696,	-0.333063
13.685,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438488,	0.0161192,	1.24975,	7.49373e-05,	1.80679e-05,	-1,	-176.641,	-10.4896,	-563.066,	-6.42267,	-30.9328,	2.38752
13.686,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0513873,	0.0324045,	1.2173,	0.00317003,	-0.999995,	-6.58116e-06,	2.26521,	-91.3754,	-18.8214,	8.02454,	0.0512094,	0.640812
13.686,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0530349,	-0.0175186,	1.20729,	-0.00317003,	0.999995,	6.58116e-06,	2.86784,	67.7533,	-19.4945,	-5.08021,	0.116603,	-0.330357
13.686,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346647,	-0.00905448,	1.24771,	0.963422,	0.00305585,	-0.266664,	239.72,	-0.146658,	75.8906,	-1.30753,	31.2965,	4.19063
13.686,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.036876,	-0.00210755,	1.24934,	0.226862,	0.000725325,	-0.93618,	-278.955,	-9.05171,	-854.71,	9.95892,	-54.002,	-3.49544
13.687,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0513766,	0.0324433,	1.217,	0.00317558,	-0.999995,	3.41587e-06,	11.3114,	-123.32,	0.703125,	11.3639,	1.04628,	0.691592
13.687,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	8,	0.0526599,	-0.0175507,	1.20715,	-0.00317558,	0.999995,	-3.41587e-06,	10.3197,	90.2388,	-0.720787,	-7.39593,	0.842972,	-0.353549
13.687,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	10,	0.0346675,	0.0110005,	1.248,	0.93358,	0.00296348,	-0.350316,	165.648,	-2.04658,	-87.7068,	0.0609776,	18.2342,	-0.310098
13.687,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0419792,	0.0163108,	1.24972,	-0.0247558,	-8.20269e-05,	-0.998976,	-207.294,	-5.43413,	-445.493,	-2.38915,	-35.3229,	1.74185
13.688,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	8,	0.0526394,	-0.0175489,	1.20708,	-0.00318024,	0.999995,	-1.29277e-05,	7.62501,	113.626,	-11.9877,	-9.03211,	0.544762,	-0.581493
13.688,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0513554,	0.0324398,	1.21693,	0.00318024,	-0.999995,	1.29277e-05,	7.9362,	-141.631,	-11.536,	12.738,	0.63856,	0.923295
13.688,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	7,	0.0346236,	-0.00539959,	1.24772,	0.963808,	0.00306173,	-0.265368,	230.195,	0.970736,	77.8788,	-0.427602,	30.1982,	0.887501
13.688,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.036883,	-0.0020955,	1.24933,	0.226226,	0.000707351,	-0.936322,	-270.175,	-4.45992,	-852.697,	9.32592,	-52.8577,	-3.50868
13.688,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346203,	0.011023,	1.24783,	0.946096,	0.00301115,	-0.296192,	243.842,	-1.33199,	153.972,	0.49985,	33.7268,	-0.499601
13.688,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438375,	0.0161187,	1.24967,	1.16978e-05,	8.91815e-06,	-1,	-186.632,	-8.0706,	-587.082,	-7.05701,	-32.5527,	2.47902
13.689,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.051369,	0.0323987,	1.21726,	0.00318283,	-0.999995,	2.87433e-06,	3.98383,	-86.2232,	-17.7295,	7.57028,	0.220038,	0.558746
13.69,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.053017,	-0.0175233,	1.20725,	-0.00318283,	0.999995,	-2.87433e-06,	3.79873,	74.1791,	-17.1396,	-5.66503,	0.206577,	-0.346822
13.69,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346597,	-0.00903666,	1.2477,	0.96345,	0.00306574,	-0.266563,	238.434,	0.585721,	76.8323,	-1.41381,	31.163,	4.14991
13.69,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368721,	-0.00210776,	1.24936,	0.22552,	0.0007151,	-0.937058,	-276.051,	-5.43791,	-858.677,	9.52137,	-53.7551,	-3.55581
13.691,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346277,	0.00999192,	1.24788,	0.945032,	0.00300841,	-0.313717,	220.157,	-4.82935,	114.701,	0.844228,	29.8928,	-0.362196
13.691,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438507,	0.0161331,	1.24971,	3.31078e-05,	4.91989e-06,	-1,	-187.82,	-14.2777,	-590.245,	-6.326,	-32.7577,	2.58915
13.692,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0513587,	0.0324099,	1.21728,	0.00317837,	-0.999995,	6.96827e-05,	8.09104,	-85.385,	-17.0677,	7.50565,	0.608577,	0.452878
13.692,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0530078,	-0.0175136,	1.20727,	-0.00317837,	0.999995,	-6.96827e-05,	7.40347,	74.883,	-15.9435,	-5.74976,	0.509743,	-0.262153
13.692,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346944,	-0.00908338,	1.24776,	0.963147,	0.0030426,	-0.267651,	227.772,	1.13752,	77.9556,	-1.50245,	29.8804,	3.95387
13.692,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368662,	-0.00210703,	1.24935,	0.233027,	0.000675706,	-0.931967,	-262.499,	-2.96785,	-847.62,	9.20813,	-51.7934,	-3.45866
13.693,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0513279,	0.0324451,	1.21694,	0.00318281,	-0.999995,	-1.14924e-06,	11.7497,	-121.568,	3.71795,	11.2699,	1.10985,	0.673887
13.693,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346449,	0.00999725,	1.24795,	0.940964,	0.00299531,	-0.330195,	157.302,	-5.84516,	-64.8404,	0.576915,	17.7677,	-0.200605
13.693,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	9,	0.0526124,	-0.0175495,	1.2071,	-0.00318281,	0.999995,	1.14924e-06,	9.82187,	92.9842,	3.14756,	-7.71256,	0.827873,	-0.389939
13.693,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438395,	0.0161331,	1.24971,	1.10526e-05,	1.18443e-06,	-1,	-199.632,	-7.43618,	-463.152,	-5.44349,	-32.2271,	2.69521
13.694,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	9,	0.0513035,	0.032442,	1.21688,	0.00318699,	-0.999995,	7.32602e-06,	11.3499,	-143.627,	-8.10925,	12.9984,	0.978477,	0.862648
13.694,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	8,	0.0525902,	-0.0175487,	1.20704,	-0.00318699,	0.999995,	-7.32602e-06,	9.8124,	110.291,	-8.2903,	-8.84512,	0.74855,	-0.510706
13.694,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368651,	-0.00210643,	1.24936,	0.22786,	0.000719339,	-0.935393,	-258.212,	-5.8819,	-857.675,	9.56308,	-51.5193,	-3.36834
13.694,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346482,	-0.00686763,	1.24773,	0.963424,	0.00306849,	-0.266598,	215.094,	0.793196,	82.0525,	-0.465621,	28.4453,	0.940784
13.695,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	10,	0.0346406,	0.0108611,	1.24784,	0.944507,	0.00300681,	-0.297957,	246.001,	-2.79826,	166.116,	0.706809,	34.276,	-0.468843
13.695,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438328,	0.0161275,	1.24965,	8.55292e-06,	-1.6817e-05,	-1,	-188.086,	-10.4913,	-580.554,	-6.67185,	-32.6346,	2.54156
13.695,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512976,	0.0324018,	1.2172,	0.00319192,	-0.999995,	2.87065e-05,	4.64906,	-91.2568,	-15.6882,	8.08251,	0.297663,	0.58805
13.695,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529458,	-0.0175186,	1.2072,	-0.00319192,	0.999995,	-2.87065e-05,	3.87269,	71.1285,	-15.8473,	-5.44248,	0.219064,	-0.332524
13.696,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	5,	0.0346757,	-0.00885686,	1.24772,	0.96236,	0.00306403,	-0.270292,	224.273,	0.219741,	78.2667,	-1.39468,	29.4603,	3.91374
13.696,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368547,	-0.00211205,	1.24934,	0.230395,	0.000708601,	-0.933761,	-265.328,	-7.91139,	-859.135,	9.89892,	-52.4346,	-3.39126
13.697,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346043,	0.00996085,	1.24788,	0.945971,	0.00302113,	-0.308662,	221.232,	-2.57368,	120.831,	0.579841,	30.1693,	-0.418977
13.697,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438196,	0.0161044,	1.24971,	4.18269e-06,	2.6586e-06,	-1,	-183.341,	-10.2378,	-565.554,	-6.48658,	-31.8196,	2.47028
13.698,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512972,	0.0323963,	1.2172,	0.00319494,	-0.999995,	1.07073e-05,	4.49106,	-88.9172,	-19.3875,	7.77244,	0.251959,	0.572657
13.698,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368701,	-0.00211096,	1.24932,	0.228946,	0.000721467,	-0.93445,	-260.304,	-2.7987,	-860.947,	9.2233,	-51.8336,	-3.45588
13.698,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	8,	0.0346476,	-0.00600317,	1.24771,	0.963884,	0.00307673,	-0.26522,	215.007,	1.26107,	79.8442,	-0.471126,	28.3825,	0.82039
13.698,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529427,	-0.017523,	1.2072,	-0.00319494,	0.999995,	-1.07073e-05,	3.99634,	73.61,	-18.669,	-5.57594,	0.212028,	-0.343886
13.699,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346396,	0.00998779,	1.24792,	0.942522,	0.00301878,	-0.323379,	187.593,	-5.13792,	93.802,	0.836617,	25.3789,	-0.283628
13.699,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438058,	0.0161262,	1.24967,	-1.1005e-05,	1.16247e-05,	-1,	-168.271,	-14.7336,	-547.47,	-5.68314,	-29.6555,	2.34932
13.7,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512923,	0.032397,	1.21718,	0.00320151,	-0.999995,	-3.48403e-07,	4.84435,	-91.1238,	-19.4805,	7.97354,	0.281577,	0.584564
13.7,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529475,	-0.0175173,	1.2072,	-0.00320151,	0.999995,	3.48403e-07,	4.30952,	72.2133,	-19.0573,	-5.45088,	0.235422,	-0.327164
13.7,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0346836,	-0.00905566,	1.24772,	0.962939,	0.00308297,	-0.268402,	230.13,	-0.0401213,	78.9244,	-1.37345,	30.1942,	4.0201
13.7,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368784,	-0.00210449,	1.24935,	0.226476,	0.000725395,	-0.936233,	-267.837,	-8.6752,	-863.593,	9.9679,	-52.8404,	-3.40893
13.7,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346542,	0.00998474,	1.24795,	0.938165,	0.00300153,	-0.340061,	163.222,	-2.4011,	74.7298,	0.458091,	21.9234,	-0.296446
13.7,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0438019,	0.0161173,	1.24967,	-1.66201e-06,	-1.27947e-05,	-1,	-158.752,	-9.53165,	-540.285,	-6.22493,	-28.3609,	2.14133
13.701,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0512861,	0.0323951,	1.21715,	0.00320654,	-0.999995,	2.368e-05,	3.70364,	-90.1527,	-23.0168,	7.79318,	0.147434,	0.603582
13.702,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0529358,	-0.0175153,	1.20716,	-0.00320654,	0.999995,	-2.368e-05,	3.554,	75.202,	-22.1814,	-5.61637,	0.153598,	-0.365593
13.702,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	8,	0.0346443,	-0.00600624,	1.2477,	0.963825,	0.00308428,	-0.265432,	219.946,	1.21768,	82.5105,	-0.479469,	29.0567,	0.847575
13.702,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0368893,	-0.00211075,	1.24932,	0.226616,	0.000704492,	-0.935995,	-264.265,	-4.32663,	-864.733,	9.43294,	-52.412,	-3.47153
