trial,plan iters,plan time,best cost,configCheckTime,connectTime,knnTime,lazyPathCheckTime,numComponents,numEdgeChecks,numEdgesPrechecked,numIters,numMilestones
2,7565,2.98355,1.39397,0.0295323,0.336792,2.35426,0.250938,1,349,276,7565,1473
2,7640,3.0441,1.39397,0.0298268,0.341842,2.39633,0.263947,1,353,277,7640,1486
2,7741,3.09006,1.39397,0.0301282,0.343106,2.44055,0.263947,1,353,277,7741,1501
2,7833,3.13776,1.39397,0.0304161,0.344681,2.48621,0.263947,1,353,277,7833,1519
2,7934,3.18391,1.39397,0.0307429,0.345564,2.53098,0.263947,1,353,277,7934,1530
2,8034,3.23104,1.39397,0.031032,0.348298,2.57487,0.263947,1,353,277,8034,1544
2,8131,3.27902,1.39397,0.0313866,0.349149,2.62149,0.263947,1,353,277,8131,1554
2,8234,3.32126,1.39397,0.0316703,0.350271,2.66214,0.263947,1,353,277,8234,1565
2,8332,3.36747,1.39397,0.0319629,0.351715,2.70643,0.263947,1,353,277,8332,1579
2,8398,3.42862,1.39397,0.0322566,0.360606,2.74821,0.274018,1,359,279,8398,1591
2,8455,3.49646,1.32346,0.0324448,0.375813,2.77429,0.300276,1,383,294,8455,1596
