trial,plan iters,plan time,best cost,configCheckTime,connectTime,knnTime,numComponents,numEdgeChecks,numIters,numMilestones
1,3991,3.13664,1.49696,0.0166261,2.578,0.536186,1,1563,3991,633
1,4066,3.17381,1.49696,0.0169194,2.59543,0.555517,1,1579,4066,647
1,4150,3.20902,1.49696,0.0172243,2.61172,0.573989,1,1592,4150,655
1,4213,3.25167,1.49696,0.017486,2.63626,0.591723,1,1615,4213,667
1,4262,3.3164,1.4606,0.01764,2.68995,0.60251,1,1641,4262,675
1,4339,3.36244,1.4606,0.0178602,2.71885,0.619289,1,1661,4339,688
1,4414,3.40829,1.4606,0.0180877,2.74744,0.636182,1,1678,4414,697
1,4498,3.44495,1.4606,0.0185181,2.76512,0.654585,1,1689,4498,704
1,4589,3.47829,1.4606,0.018791,2.78151,0.671088,1,1708,4589,714
1,4661,3.53086,1.4606,0.0190663,2.81451,0.690258,1,1727,4661,726
1,4750,3.56448,1.4606,0.019328,2.82884,0.70913,1,1741,4750,738
1,4842,3.59395,1.4606,0.0195963,2.83905,0.727953,1,1754,4842,748
1,4928,3.63278,1.4606,0.0198862,2.85807,0.747329,1,1767,4928,757
1,5022,3.66673,1.4606,0.0201803,2.87171,0.767197,1,1778,5022,765
1,5117,3.6974,1.4606,0.0204794,2.88028,0.788839,1,1793,5117,775
1,5193,3.7432,1.4606,0.0207231,2.90718,0.80736,1,1812,5193,785
1,5286,3.77548,1.4606,0.0209872,2.91997,0.826426,1,1824,5286,793
1,5362,3.82083,1.4606,0.0212455,2.94627,0.845083,1,1841,5362,801
1,5434,3.87047,1.4606,0.0215142,2.97357,0.86702,1,1861,5434,814
1,5520,3.90649,1.4606,0.0217371,2.99097,0.885274,1,1874,5520,824
1,5604,3.94569,1.4606,0.0219372,3.01335,0.901729,1,1890,5604,833
1,5676,3.9931,1.4606,0.0222032,3.03731,0.924789,1,1907,5676,845
1,5778,4.01976,1.4606,0.0224003,3.04872,0.939656,1,1916,5778,851
1,5867,4.05914,1.4606,0.0227021,3.06307,0.964226,1,1930,5867,862
1,5964,4.08669,1.4606,0.0229346,3.07269,0.98175,1,1938,5964,868
1,6052,4.12222,1.4606,0.0231822,3.08665,1.00292,1,1951,6052,878
1,6143,4.16117,1.4606,0.0234054,3.10373,1.02439,1,1969,6143,891
1,6228,4.19973,1.4606,0.0236087,3.12506,1.04126,1,1990,6228,897
1,6306,4.24438,1.4606,0.0238474,3.14733,1.06317,1,2014,6306,909
1,6382,4.28912,1.4606,0.0240675,3.17045,1.08443,1,2032,6382,921
1,6458,4.33523,1.4606,0.0243247,3.19266,1.10793,1,2049,6458,933
1,6536,4.38372,1.4606,0.0245622,3.21813,1.13057,1,2072,6536,944
1,6609,4.43151,1.4606,0.0248236,3.24104,1.15507,1,2102,6609,956
1,6673,4.48846,1.4606,0.0250638,3.27313,1.17958,1,2126,6673,970
1,6766,4.52178,1.4606,0.0252651,3.28833,1.19732,1,2140,6766,977
1,6846,4.56337,1.4606,0.0255123,3.30537,1.22148,1,2155,6846,988
1,6935,4.59736,1.4606,0.0257332,3.31902,1.24144,1,2165,6935,995
1,7028,4.63147,1.4606,0.0259942,3.32862,1.26552,1,2175,7028,1003
1,7116,4.66757,1.4606,0.0262533,3.34113,1.2887,1,2186,7116,1011
1,7201,4.70708,1.4606,0.0264846,3.35905,1.30989,1,2200,7201,1019
1,7279,4.75029,1.4606,0.0267083,3.38033,1.33146,1,2218,7279,1028
